id,title,description,image_prompt,tags,categories,price,player_count_min,player_count_max,play_time_minutes,publisher,designer,release_year,image_url,created_at,updated_at,description_vector
371,"Arcane Vault","Arcane Vault frames frontier diplomacy as a living sandbox: each scenario escalates pressure while 1–5 players teams improvise around shifting incentives. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. Map states remain highly legible despite scale; by late game, up to 24 tiles and layered markers support deep positional planning. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Engine Building|Cards",Eurogame,69.24,4,5,138,"Silver Oak Studio","Lena Ortiz",2012,/images/fixtures/game_0371.png,2026-01-15T15:42:24+00:00,2026-03-26T10:29:41+00:00,"-0.556,-0.3393,0.8124,-0.1719,-0.2996,0.3861,-0.676,-0.7939"
372,"Conclave under Trailblazers","Conclave under Trailblazers frames arcane rivalry as a living sandbox: each scenario escalates pressure while 2–5 players teams improvise around shifting incentives. Its Strategy framework encourages risky pivots, especially once table politics reshape priorities. Map states remain highly legible despite scale; by late game, up to 17 tiles and layered markers support deep positional planning. A standout mechanic tied to Tile Laying means even safe plans can collapse if opponents read your tempo one round ahead. Veteran groups report that Conclave under Trailblazers shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Tile Laying|Campaign",Strategy,50.58,2,5,72,"Clockwork Labs","Nico Valdez",2021,/images/fixtures/game_0372.png,2026-02-02T17:31:08+00:00,2026-03-26T10:29:41+00:00,"-0.6457,0.4633,0.1037,-0.285,-0.5653,-0.6749,0.0679,0.6404"
373,"Classic Observatory","Designed for expert optimization tables, Classic Observatory channels expedition survival into a ruleset that stays readable while outcomes stay unpredictable. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Your group manages attritional economies while chasing milestone bonuses; by chapter 3 the board can contain over 24 modular tiles. Veteran groups report that Classic Observatory shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Campaign|Legacy,Party,36.55,3,10,71,"Clockwork Labs","Elliot Mercer",1995,/images/fixtures/game_0373.png,2025-12-26T19:39:37+00:00,2026-03-26T10:29:41+00:00,"-0.6469,0.754,-0.9216,-0.4438,-0.8194,0.7794,0.0865,0.8243"
374,"Hidden Sanctum","Designed for expert optimization tables, Hidden Sanctum channels political intrigue into a ruleset that stays readable while outcomes stay unpredictable. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. Core turns revolve around simultaneous planning: commit actions, resolve conflicts, then pivot as event decks introduce 7 escalating complications. A standout mechanic tied to Tile Laying means even safe plans can collapse if opponents read your tempo one round ahead. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Engine Building|Tile Laying|Solo|Campaign",Eurogame,39.26,2,7,35,"Indigo Forge","Soraya Kline",2023,/images/fixtures/game_0374.png,2025-06-11T16:38:37+00:00,2026-03-26T10:29:41+00:00,"0.0726,0.5173,-0.5273,0.4478,0.4284,0.0902,-0.5681,-0.3796"
375,"Zoo Vadis: Kingdom","Designed for brain-burner tables, Zoo Vadis: Kingdom channels merchant drama into a ruleset that stays readable while outcomes stay unpredictable. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Your group manages swingy economies while chasing milestone bonuses; by chapter 6 the board can contain over 22 modular tiles. Win or lose, Zoo Vadis: Kingdom tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Engine Building|Tile Laying|Miniatures",Abstract,78.47,4,10,100,"Arcana Works","Akira Flynn",2018,/images/fixtures/game_0375.png,2025-07-13T07:31:00+00:00,2026-03-26T10:29:41+00:00,"-0.3736,0.0899,-0.4965,0.0209,0.3167,0.4116,0.5552,-0.2525"
376,"Scout: Reckoning","Scout: Reckoning frames frontier diplomacy as a living sandbox: each scenario escalates pressure while 1–5 players teams improvise around shifting incentives. Its Co-op framework encourages risky pivots, especially once table politics reshape priorities. Economy rails are intentionally unstable: once players trigger threshold events, 5 new scoring hooks reshape optimal lines. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,Campaign|Legacy,Co-op,78.13,4,10,156,"Silver Oak Studio","Soraya Kline",1993,/images/fixtures/game_0376.png,2025-08-09T04:24:53+00:00,2026-03-26T10:29:41+00:00,"-0.5762,0.2066,0.9549,0.417,0.1773,-0.9477,0.2779,-0.1787"
377,"Nana Asymmetric","Designed for newcomer-friendly tables, Nana Asymmetric channels frontier diplomacy into a ruleset that stays readable while outcomes stay unpredictable. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Round structure forces meaningful tradeoffs between tempo and efficiency; over 7 chapters, even small resource leaks become strategic liabilities. Few designs blend Thematic and Cards this smoothly while remaining approachable across varied player counts.",,Solo|Legacy|Cards,Thematic,57.41,3,9,131,"Silver Oak Studio","Marcus Thorne",2003,/images/fixtures/game_0377.png,2025-04-21T12:16:00+00:00,2026-03-26T10:29:41+00:00,"0.7695,-0.2256,-0.7607,0.5989,0.8332,-0.7156,0.4279,0.6085"
378,"Mythic Bazaar","Built around Party systems, Mythic Bazaar pushes Miniatures choices across 4 linked sessions and rewards tables that enjoy expedition survival. By mid-campaign, 8 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,Dice|Solo|Legacy|Miniatures,Party,65.86,4,9,80,"Arcana Works","Elliot Mercer",2003,/images/fixtures/game_0378.png,2025-12-30T04:16:49+00:00,2026-03-26T10:29:41+00:00,"0.5511,0.8637,-0.0422,0.5573,-0.9431,0.2643,-0.9506,0.9695"
379,"Ichor: Caravan","Ichor: Caravan opens like a classic Thematic game, then quickly reveals Legacy layers that reward long-form table memory. Map states remain highly legible despite scale; by late game, up to 30 tiles and layered markers support deep positional planning. Few designs blend Thematic and Legacy this smoothly while remaining approachable across varied player counts.",,Legacy|Solo|Miniatures,Thematic,68.41,2,6,150,"Indigo Forge","Akira Flynn",2000,/images/fixtures/game_0379.png,2025-05-26T20:12:12+00:00,2026-03-26T10:29:41+00:00,"0.4288,-0.5985,0.9352,0.474,-0.7439,-0.8051,0.5774,0.9374"
380,"Monolith under Inis","Part campaign and part systems puzzle, Monolith under Inis asks 1–5 players players to master Thematic priorities under risk-loaded pressure. Its Thematic framework encourages risky pivots, especially once table politics reshape priorities. Map states remain highly legible despite scale; by late game, up to 12 tiles and layered markers support deep positional planning. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Only adaptable crews master Monolith under Inis, where neutral factions can be bribed to swing regional control and long-term planning matter as much as tactical brilliance.",,Cards|Dice,Thematic,41.05,1,7,112,"Silver Oak Studio","Marcus Thorne",1998,/images/fixtures/game_0380.png,2026-01-13T09:02:44+00:00,2026-03-26T10:29:41+00:00,"-0.9072,-0.7733,-0.9232,0.9401,-0.2894,0.8298,-0.1666,0.0516"
381,"Legacy without Zoo Vadis","Legacy without Zoo Vadis blends Eurogame structure with Tile Laying chaos, delivering 111-minute arcs where every decision compounds into later chapters. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. By mid-campaign, 8 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Because scoring vectors drift over time, tables that over-specialize early often get punished once Tile Laying effects begin stacking. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Solo|Tile Laying",Eurogame,41.98,4,5,60,"Silver Oak Studio","Akira Flynn",2003,/images/fixtures/game_0381.png,2025-07-31T17:06:38+00:00,2026-03-26T10:29:41+00:00,"0.153,0.5852,0.6751,0.1025,-0.5606,0.2669,0.5246,-0.179"
382,"Voyage of Labyrinth","Built around Abstract systems, Voyage of Labyrinth pushes Legacy choices across 14 linked sessions and rewards tables that enjoy arcane rivalry. Its Abstract framework encourages risky pivots, especially once table politics reshape priorities. Your group manages risk-loaded economies while chasing milestone bonuses; by chapter 5 the board can contain over 24 modular tiles. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. If your table likes post-game debriefs, Voyage of Labyrinth will spark them—nearly every finale feels earned, messy, and memorable.",,"Tile Laying|Legacy|Campaign",Abstract,57.27,2,9,106,"Nimbus Games","Marcus Thorne",2024,/images/fixtures/game_0382.png,2025-10-30T12:10:54+00:00,2026-03-26T10:29:41+00:00,"0.8643,0.1331,-0.8878,-0.0653,-0.7207,0.8263,0.0134,0.3778"
383,"Expedition of Forge","Expedition of Forge opens like a classic Abstract game, then quickly reveals Miniatures layers that reward long-form table memory. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Campaign logs track table history, so failed gambits still unlock content; expect up to 8 relic-style upgrades that alter scoring priorities. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,Miniatures|Dice,Abstract,60.81,2,6,132,"Clockwork Labs","Soraya Kline",2005,/images/fixtures/game_0383.png,2025-08-30T04:08:45+00:00,2026-03-26T10:29:41+00:00,"-0.7926,-0.3175,0.0409,0.3217,0.8026,-0.0875,0.5629,0.4158"
384,"Ichor: Azul","Ichor: Azul blends Thematic structure with Campaign chaos, delivering 71-minute arcs where every decision compounds into later chapters. Your group manages predictable economies while chasing milestone bonuses; by chapter 6 the board can contain over 17 modular tiles. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Engine Building|Dice|Campaign",Thematic,69.68,2,9,74,"Nimbus Games","Elliot Mercer",2007,/images/fixtures/game_0384.png,2026-02-11T15:41:30+00:00,2026-03-26T10:29:41+00:00,"-0.9574,-0.4865,0.3079,0.3834,0.4891,-0.8215,-0.5612,0.2854"
385,"Gang of Dice: Voyage","At its core, Gang of Dice: Voyage is a Deck Building design where Miniatures, Legacy, Tile Laying and Solo mechanisms collide with programmed actions pacing for 2–4 players groups. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Your group manages predictable economies while chasing milestone bonuses; by chapter 3 the board can contain over 28 modular tiles. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Miniatures|Legacy|Tile Laying|Solo","Deck Building",85.97,2,7,85,"Nimbus Games","Soraya Kline",2008,/images/fixtures/game_0385.png,2025-11-21T01:13:43+00:00,2026-03-26T10:29:41+00:00,"0.2895,0.8353,0.5689,-0.3906,0.5938,0.6153,-0.8696,-0.4543"
386,"Vibrant Heat","At its core, Vibrant Heat is a Deck Building design where Solo, Miniatures and Tile Laying mechanisms collide with sequential tactical turns pacing for 2–8 players groups. Its Deck Building framework encourages risky pivots, especially once table politics reshape priorities. Campaign logs track table history, so failed gambits still unlock content; expect up to 8 relic-style upgrades that alter scoring priorities. A standout mechanic tied to Solo means even safe plans can collapse if opponents read your tempo one round ahead. Only adaptable crews master Vibrant Heat, where one public objective mutates whenever milestones are missed and long-term planning matter as much as tactical brilliance.",,"Solo|Miniatures|Tile Laying","Deck Building",81.01,3,5,60,"Nimbus Games","Lena Ortiz",2009,/images/fixtures/game_0386.png,2025-08-23T04:04:10+00:00,2026-03-26T10:29:41+00:00,"-0.0466,-0.9121,-0.6685,-0.8669,-0.4067,0.0924,-0.1345,0.373"
387,"Gang of Dice Strategic","Gang of Dice Strategic is a campaign-first Party title for 1–4 players that leans into Tile Laying, Miniatures and Campaign and initiative bidding play. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. By mid-campaign, 8 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Tile Laying|Miniatures|Campaign",Party,73.70,1,8,102,"Indigo Forge","Soraya Kline",2017,/images/fixtures/game_0387.png,2025-09-24T05:23:13+00:00,2026-03-26T10:29:41+00:00,"-0.8141,-0.5549,-0.0098,-0.4147,-0.2452,0.893,0.232,0.4713"
388,"Captivating Conclave","Captivating Conclave blends Family structure with Dice chaos, delivering 169-minute arcs where every decision compounds into later chapters. Your group manages feast-or-famine economies while chasing milestone bonuses; by chapter 4 the board can contain over 20 modular tiles. If your table likes post-game debriefs, Captivating Conclave will spark them—nearly every finale feels earned, messy, and memorable.",,"Miniatures|Engine Building|Dice",Family,38.70,3,6,89,"Clockwork Labs","Akira Flynn",1999,/images/fixtures/game_0388.png,2025-03-29T08:38:46+00:00,2026-03-26T10:29:41+00:00,"0.9291,-0.4215,-0.638,0.0692,0.4404,0.0376,0.2972,0.1972"
389,"Heat: Dynasty","Part campaign and part systems puzzle, Heat: Dynasty asks 1–8 players players to master Eurogame priorities under attritional pressure. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. Map states remain highly legible despite scale; by late game, up to 20 tiles and layered markers support deep positional planning. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Only adaptable crews master Heat: Dynasty, where a hidden objective flips alliances at endgame and long-term planning matter as much as tactical brilliance.",,"Tile Laying|Legacy|Dice",Eurogame,65.24,3,5,95,"Silver Oak Studio","Akira Flynn",2020,/images/fixtures/game_0389.png,2025-12-27T05:22:54+00:00,2026-03-26T10:29:41+00:00,"0.552,-0.931,-0.7261,-0.0256,-0.4187,-0.108,0.4255,-0.865"
390,"Trio Astral","Trio Astral blends Co-op structure with Campaign chaos, delivering 62-minute arcs where every decision compounds into later chapters. Its Co-op framework encourages risky pivots, especially once table politics reshape priorities. By mid-campaign, 5 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Only adaptable crews master Trio Astral, where weather tracks alter core action costs between rounds and long-term planning matter as much as tactical brilliance.",,Solo|Dice|Campaign,Co-op,34.81,1,7,178,"Silver Oak Studio","Soraya Kline",2023,/images/fixtures/game_0390.png,2026-03-23T23:29:04+00:00,2026-03-26T10:29:41+00:00,"0.1799,-0.2859,-0.8899,0.0158,0.3328,0.9091,-0.3596,-0.8209"
391,"Risky Trailblazers","Risky Trailblazers opens like a classic Abstract game, then quickly reveals Tile Laying layers that reward long-form table memory. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Round structure forces meaningful tradeoffs between tempo and efficiency; over 3 chapters, even small resource leaks become strategic liabilities. Win or lose, Risky Trailblazers tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Cards|Miniatures|Tile Laying|Legacy",Abstract,35.37,1,8,94,"Silver Oak Studio","Elliot Mercer",2016,/images/fixtures/game_0391.png,2025-09-11T23:20:33+00:00,2026-03-26T10:29:41+00:00,"0.4037,0.231,0.0396,-0.815,-0.6924,0.4661,-0.785,0.2774"
392,"Inis without Azul","Part campaign and part systems puzzle, Inis without Azul asks 1–3 players players to master Family priorities under feast-or-famine pressure. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Round structure forces meaningful tradeoffs between tempo and efficiency; over 7 chapters, even small resource leaks become strategic liabilities. Only adaptable crews master Inis without Azul, where a hidden objective flips alliances at endgame and long-term planning matter as much as tactical brilliance.",,Legacy|Solo|Miniatures,Family,58.27,4,9,115,"Arcana Works","Marcus Thorne",2024,/images/fixtures/game_0392.png,2025-05-16T15:44:03+00:00,2026-03-26T10:29:41+00:00,"0.0104,-0.1249,-0.7448,-0.5338,-0.5394,0.6294,-0.2314,0.4476"
393,"Asymmetric Chronicles","Asymmetric Chronicles is a expert optimization Thematic title for 1–3 players that leans into Solo, Campaign, Dice and Cards and initiative bidding play. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. By mid-campaign, 4 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,Solo|Campaign|Dice|Cards,Thematic,22.06,2,10,35,"Silver Oak Studio","Elliot Mercer",1999,/images/fixtures/game_0393.png,2025-10-28T15:44:40+00:00,2026-03-26T10:29:41+00:00,"0.6743,0.612,0.5932,-0.5218,-0.9019,-0.7939,-0.4939,0.6678"
394,"Azul without Nana","Azul without Nana is a expert optimization Co-op title for 1–7 players that leans into Campaign, Engine Building, Solo and Cards and programmed actions play. Economy rails are intentionally unstable: once players trigger threshold events, 6 new scoring hooks reshape optimal lines. Win or lose, Azul without Nana tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Campaign|Engine Building|Solo|Cards",Co-op,24.11,1,8,150,"Silver Oak Studio","Nico Valdez",1991,/images/fixtures/game_0394.png,2025-04-04T21:32:00+00:00,2026-03-26T10:29:41+00:00,"0.8517,0.9517,0.3651,0.4244,-0.0749,-0.4785,-0.6842,-0.2553"
395,"Alien Protocol","Designed for expert optimization tables, Alien Protocol channels merchant drama into a ruleset that stays readable while outcomes stay unpredictable. Campaign logs track table history, so failed gambits still unlock content; expect up to 4 relic-style upgrades that alter scoring priorities. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,Cards|Campaign,Co-op,88.78,2,6,79,"Nimbus Games","Marcus Thorne",1992,/images/fixtures/game_0395.png,2025-04-12T12:46:17+00:00,2026-03-26T10:29:41+00:00,"0.7778,0.0705,0.5247,0.396,0.5364,-0.9807,-0.2874,-0.5291"
396,"Arena without Conclave","Part campaign and part systems puzzle, Arena without Conclave asks 2–3 players players to master Co-op priorities under attritional pressure. Campaign logs track table history, so failed gambits still unlock content; expect up to 4 relic-style upgrades that alter scoring priorities. If your table likes post-game debriefs, Arena without Conclave will spark them—nearly every finale feels earned, messy, and memorable.",,Cards|Campaign|Miniatures,Co-op,82.67,1,8,78,"Arcana Works","Akira Flynn",2014,/images/fixtures/game_0396.png,2025-08-07T14:50:14+00:00,2026-03-26T10:29:41+00:00,"0.2147,0.6387,-0.8855,-0.4642,0.8895,0.1478,0.5335,-0.8401"
397,"Tigris and Euphrates Clever","At its core, Tigris and Euphrates Clever is a Abstract design where Solo, Legacy, Miniatures and Campaign mechanisms collide with programmed actions pacing for 1–3 players groups. Its Abstract framework encourages risky pivots, especially once table politics reshape priorities. Core turns revolve around programmed actions: commit actions, resolve conflicts, then pivot as event decks introduce 8 escalating complications. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Veteran groups report that Tigris and Euphrates Clever shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Solo|Legacy|Miniatures|Campaign,Abstract,58.41,1,6,96,"Arcana Works","Akira Flynn",2015,/images/fixtures/game_0397.png,2026-03-12T19:59:43+00:00,2026-03-26T10:29:41+00:00,"0.3243,-0.8522,0.7762,-0.3892,-0.9902,-0.2849,0.2761,-0.8477"
398,"My City Cunning","My City Cunning frames guild conspiracies as a living sandbox: each scenario escalates pressure while 2–6 players teams improvise around shifting incentives. Its Deck Building framework encourages risky pivots, especially once table politics reshape priorities. Economy rails are intentionally unstable: once players trigger threshold events, 4 new scoring hooks reshape optimal lines. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. If your table likes post-game debriefs, My City Cunning will spark them—nearly every finale feels earned, messy, and memorable.",,"Miniatures|Tile Laying|Cards","Deck Building",30.54,1,5,52,"Indigo Forge","Soraya Kline",2011,/images/fixtures/game_0398.png,2025-09-17T22:09:23+00:00,2026-03-26T10:29:41+00:00,"0.342,0.966,-0.3193,0.2692,0.441,-0.98,0.5464,-0.5891"
399,"Heat: Nana","Built around Thematic systems, Heat: Nana pushes Miniatures choices across 7 linked sessions and rewards tables that enjoy guild conspiracies. Core turns revolve around sequential tactical turns: commit actions, resolve conflicts, then pivot as event decks introduce 7 escalating complications. Few designs blend Thematic and Miniatures this smoothly while remaining approachable across varied player counts.",,Legacy|Miniatures|Cards,Thematic,52.85,2,6,41,"Nimbus Games","Nico Valdez",2022,/images/fixtures/game_0399.png,2025-08-17T11:12:56+00:00,2026-03-26T10:29:41+00:00,"-0.3098,-0.3205,0.5682,0.1893,0.2359,0.1483,-0.4654,0.1589"
400,"Azul Crimson","Designed for expert optimization tables, Azul Crimson channels expedition survival into a ruleset that stays readable while outcomes stay unpredictable. Its Family framework encourages risky pivots, especially once table politics reshape priorities. Campaign logs track table history, so failed gambits still unlock content; expect up to 4 relic-style upgrades that alter scoring priorities. A standout mechanic tied to Campaign means even safe plans can collapse if opponents read your tempo one round ahead. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Cards|Campaign|Solo|Engine Building",Family,46.37,3,9,34,"Arcana Works","Soraya Kline",2015,/images/fixtures/game_0400.png,2025-09-29T05:35:49+00:00,2026-03-26T10:29:41+00:00,"-0.9509,-0.8897,0.3134,0.5805,-0.5521,0.9022,0.7607,-0.4114"
401,"Zoo Vadis Pedal","Part campaign and part systems puzzle, Zoo Vadis Pedal asks 1–5 players players to master Abstract priorities under risk-loaded pressure. Map states remain highly legible despite scale; by late game, up to 19 tiles and layered markers support deep positional planning. Win or lose, Zoo Vadis Pedal tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Tile Laying|Campaign|Miniatures|Solo",Abstract,29.04,3,7,179,"Clockwork Labs","Soraya Kline",2019,/images/fixtures/game_0401.png,2025-06-24T08:59:42+00:00,2026-03-26T10:29:41+00:00,"-0.788,-0.6825,-0.2124,0.3782,-0.5024,-0.9048,0.3593,0.4896"
402,"Ichor Competitive","Part campaign and part systems puzzle, Ichor Competitive asks 2–5 players players to master Strategy priorities under attritional pressure. Its Strategy framework encourages risky pivots, especially once table politics reshape priorities. Your group manages attritional economies while chasing milestone bonuses; by chapter 6 the board can contain over 26 modular tiles. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Miniatures|Tile Laying|Campaign|Cards",Strategy,60.39,4,9,178,"Silver Oak Studio","Akira Flynn",1992,/images/fixtures/game_0402.png,2025-06-25T20:14:10+00:00,2026-03-26T10:29:41+00:00,"-0.529,0.657,0.0788,-0.3436,0.4043,0.2007,-0.8369,0.9853"
403,"Inis Epic","Built around Co-op systems, Inis Epic pushes Solo choices across 5 linked sessions and rewards tables that enjoy frontier diplomacy. Economy rails are intentionally unstable: once players trigger threshold events, 4 new scoring hooks reshape optimal lines. Veteran groups report that Inis Epic shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Solo|Engine Building|Dice",Co-op,76.44,4,10,48,"Nimbus Games","Soraya Kline",2003,/images/fixtures/game_0403.png,2026-02-28T12:55:33+00:00,2026-03-26T10:29:41+00:00,"-0.92,0.2741,-0.9052,0.4559,0.2682,-0.5783,0.6454,0.0946"
404,"Ichor Alien","Part campaign and part systems puzzle, Ichor Alien asks 2–7 players players to master Strategy priorities under attritional pressure. Its Strategy framework encourages risky pivots, especially once table politics reshape priorities. Map states remain highly legible despite scale; by late game, up to 16 tiles and layered markers support deep positional planning. Because scoring vectors drift over time, tables that over-specialize early often get punished once Tile Laying effects begin stacking. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Cards|Miniatures|Campaign|Tile Laying",Strategy,88.06,2,6,65,"Arcana Works","Lena Ortiz",1994,/images/fixtures/game_0404.png,2025-09-20T15:48:27+00:00,2026-03-26T10:29:41+00:00,"-0.8674,0.6105,-0.3574,-0.9453,0.6115,-0.7071,0.1041,-0.0241"
405,"Tatari Arcane","Tatari Arcane blends Strategy structure with Legacy chaos, delivering 150-minute arcs where every decision compounds into later chapters. Round structure forces meaningful tradeoffs between tempo and efficiency; over 6 chapters, even small resource leaks become strategic liabilities. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,Campaign|Miniatures|Legacy,Strategy,42.35,2,7,60,"Arcana Works","Lena Ortiz",1991,/images/fixtures/game_0405.png,2025-12-22T11:58:30+00:00,2026-03-26T10:29:41+00:00,"0.0083,0.6471,-0.0072,-0.7428,0.396,0.153,-0.4482,0.8819"
406,"Scout Forgotten","Designed for family-plus strategy tables, Scout Forgotten channels expedition survival into a ruleset that stays readable while outcomes stay unpredictable. Its Thematic framework encourages risky pivots, especially once table politics reshape priorities. Campaign logs track table history, so failed gambits still unlock content; expect up to 9 relic-style upgrades that alter scoring priorities. A standout mechanic tied to Solo means even safe plans can collapse if opponents read your tempo one round ahead. Only adaptable crews master Scout Forgotten, where a hidden objective flips alliances at endgame and long-term planning matter as much as tactical brilliance.",,Solo|Miniatures,Thematic,73.72,3,5,96,"Silver Oak Studio","Soraya Kline",1992,/images/fixtures/game_0406.png,2025-05-26T18:23:22+00:00,2026-03-26T10:29:41+00:00,"0.1304,0.2276,0.3382,0.47,-0.9893,0.7813,-0.9554,-0.0475"
407,"Arena beyond Sanctum","At its core, Arena beyond Sanctum is a Eurogame design where Miniatures and Cards mechanisms collide with initiative bidding pacing for 1–7 players groups. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. Your group manages risk-loaded economies while chasing milestone bonuses; by chapter 3 the board can contain over 19 modular tiles. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,Miniatures|Cards,Eurogame,31.26,1,10,158,"Silver Oak Studio","Elliot Mercer",1996,/images/fixtures/game_0407.png,2025-05-21T19:05:46+00:00,2026-03-26T10:29:41+00:00,"0.9612,0.9891,-0.9811,-0.7217,-0.1321,-0.761,0.3913,-0.7209"
408,"Ra: Protocol","Part campaign and part systems puzzle, Ra: Protocol asks 1–7 players players to master Deck Building priorities under predictable pressure. Core turns revolve around real-time bursts: commit actions, resolve conflicts, then pivot as event decks introduce 9 escalating complications. If your table likes post-game debriefs, Ra: Protocol will spark them—nearly every finale feels earned, messy, and memorable.",,Miniatures|Campaign,"Deck Building",56.78,1,8,170,"Arcana Works","Lena Ortiz",2023,/images/fixtures/game_0408.png,2025-05-29T16:44:26+00:00,2026-03-26T10:29:41+00:00,"0.1689,-0.9739,0.8488,-0.5163,0.1568,-0.7387,0.9958,0.2052"
409,"Heat: Protocol","Part campaign and part systems puzzle, Heat: Protocol asks 2–7 players players to master Abstract priorities under tight pressure. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Your group manages tight economies while chasing milestone bonuses; by chapter 7 the board can contain over 21 modular tiles. Only adaptable crews master Heat: Protocol, where a shared market board rewards temporary cooperation and long-term planning matter as much as tactical brilliance.",,"Engine Building|Solo|Tile Laying|Dice",Abstract,63.55,2,7,168,"Arcana Works","Elliot Mercer",1999,/images/fixtures/game_0409.png,2025-10-13T14:53:03+00:00,2026-03-26T10:29:41+00:00,"0.8889,-0.4978,0.6211,-0.7505,-0.9003,0.3713,-0.07,0.9379"
410,"Negotiation Council","Negotiation Council frames guild conspiracies as a living sandbox: each scenario escalates pressure while 1–5 players teams improvise around shifting incentives. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. Economy rails are intentionally unstable: once players trigger threshold events, 6 new scoring hooks reshape optimal lines. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Only adaptable crews master Negotiation Council, where discarded cards return as global events and long-term planning matter as much as tactical brilliance.",,Miniatures|Dice|Solo|Campaign,Eurogame,31.49,2,9,178,"Silver Oak Studio","Elliot Mercer",1996,/images/fixtures/game_0410.png,2025-06-27T23:00:53+00:00,2026-03-26T10:29:41+00:00,"0.9662,-0.0537,-0.8506,-0.2105,0.7036,-0.6967,0.538,-0.5484"
