id,title,description,image_prompt,tags,categories,price,player_count_min,player_count_max,play_time_minutes,publisher,designer,release_year,image_url,created_at,updated_at,description_vector
780,"Nana: Caravan","At its core, Nana: Caravan is a Thematic design where Dice and Legacy mechanisms collide with initiative bidding pacing for 2–7 players groups. Its Thematic framework encourages risky pivots, especially once table politics reshape priorities. Your group manages attritional economies while chasing milestone bonuses; by chapter 5 the board can contain over 27 modular tiles. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Only adaptable crews master Nana: Caravan, where a hidden objective flips alliances at endgame and long-term planning matter as much as tactical brilliance.",,Dice|Legacy,Thematic,88.27,3,6,56,"Nimbus Games","Akira Flynn",1995,/images/fixtures/game_0780.png,2025-04-25T00:10:49+00:00,2026-03-25T06:22:59+00:00,"0.1457,0.9568,0.8531,0.5656,0.929,-0.7051,0.2165,0.3908"
781,"Labyrinth for Ichor","Labyrinth for Ichor frames arcane rivalry as a living sandbox: each scenario escalates pressure while 2–8 players teams improvise around shifting incentives. Because scoring vectors drift over time, tables that over-specialize early often get punished once Miniatures effects begin stacking. Round structure forces meaningful tradeoffs between tempo and efficiency; over 5 chapters, even small resource leaks become strategic liabilities. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Miniatures|Legacy|Tile Laying|Engine Building",Co-op,75.33,2,8,91,"Clockwork Labs","Akira Flynn",1991,/images/fixtures/game_0781.png,2025-11-03T20:03:53+00:00,2026-03-25T06:22:59+00:00,"-0.3673,-0.8952,-0.9508,-0.1685,-0.1799,-0.7521,-0.8768,0.2331"
782,"Forgotten Vault","Forgotten Vault is a campaign-first Eurogame title for 2–7 players that leans into Miniatures, Dice, Engine Building and Legacy and simultaneous planning play. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. Map states remain highly legible despite scale; by late game, up to 14 tiles and layered markers support deep positional planning. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. Veteran groups report that Forgotten Vault shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Miniatures|Dice|Engine Building|Legacy",Eurogame,27.34,4,5,50,"Nimbus Games","Soraya Kline",1993,/images/fixtures/game_0782.png,2025-07-22T00:00:20+00:00,2026-03-25T06:22:59+00:00,"-0.7607,0.6431,0.0159,0.5427,-0.8484,0.933,0.7217,0.2062"
783,"Radiant Bazaar","Radiant Bazaar is a brain-burner Thematic title for 1–6 players that leans into Tile Laying and Dice and initiative bidding play. Economy rails are intentionally unstable: once players trigger threshold events, 5 new scoring hooks reshape optimal lines. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Tile Laying|Dice",Thematic,72.49,3,10,102,"Arcana Works","Soraya Kline",2024,/images/fixtures/game_0783.png,2026-02-02T20:04:54+00:00,2026-03-25T06:22:59+00:00,"-0.9148,-0.156,-0.1042,0.1788,0.4449,0.099,-0.4439,0.7961"
784,"Ichor: Island","Built around Co-op systems, Ichor: Island pushes Tile Laying choices across 11 linked sessions and rewards tables that enjoy arcane rivalry. Action windows stay short, but consequence chains run long, especially in sessions around 167 minutes where adaptation beats scripted play. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Miniatures|Tile Laying|Legacy",Co-op,43.85,4,9,59,"Arcana Works","Lena Ortiz",1995,/images/fixtures/game_0784.png,2025-12-26T12:09:16+00:00,2026-03-25T06:22:59+00:00,"-0.425,-0.3777,0.1986,0.0261,0.1834,-0.8912,0.7684,0.8122"
785,"Modern Concord","Modern Concord opens like a classic Party game, then quickly reveals Engine Building layers that reward long-form table memory. Economy rails are intentionally unstable: once players trigger threshold events, 6 new scoring hooks reshape optimal lines. Veteran groups report that Modern Concord shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Legacy|Solo|Engine Building|Tile Laying",Party,30.83,3,6,168,"Arcana Works","Lena Ortiz",1996,/images/fixtures/game_0785.png,2026-01-09T11:07:20+00:00,2026-03-25T06:22:59+00:00,"-0.0723,0.0507,-0.2046,-0.2562,-0.9535,0.3292,-0.2726,-0.2085"
786,"Epic Chronicles","Designed for mid-weight hobby tables, Epic Chronicles channels guild conspiracies into a ruleset that stays readable while outcomes stay unpredictable. Round structure forces meaningful tradeoffs between tempo and efficiency; over 4 chapters, even small resource leaks become strategic liabilities. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Tile Laying|Dice|Cards",Strategy,25.37,1,9,81,"Silver Oak Studio","Marcus Thorne",2016,/images/fixtures/game_0786.png,2026-03-03T11:43:37+00:00,2026-03-25T06:22:59+00:00,"-0.1209,-0.4604,-0.9617,0.3283,-0.1158,-0.7337,0.5571,-0.9959"
787,"Azul Patient","Part campaign and part systems puzzle, Azul Patient asks 1–4 players players to master Deck Building priorities under predictable pressure. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Core turns revolve around real-time bursts: commit actions, resolve conflicts, then pivot as event decks introduce 4 escalating complications. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,Solo|Cards|Dice,"Deck Building",60.78,4,10,176,"Silver Oak Studio","Lena Ortiz",2011,/images/fixtures/game_0787.png,2025-05-17T06:16:39+00:00,2026-03-25T06:22:59+00:00,"0.3707,-0.9203,0.3813,-0.2003,-0.6035,0.6405,-0.9937,-0.1039"
788,"Legacy for Reckoning","Designed for brain-burner tables, Legacy for Reckoning channels frontier diplomacy into a ruleset that stays readable while outcomes stay unpredictable. By mid-campaign, 10 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Only adaptable crews master Legacy for Reckoning, where neutral factions can be bribed to swing regional control and long-term planning matter as much as tactical brilliance.",,"Campaign|Tile Laying|Cards",Co-op,71.61,1,6,44,"Arcana Works","Akira Flynn",2000,/images/fixtures/game_0788.png,2025-05-09T20:42:19+00:00,2026-03-25T06:22:59+00:00,"-0.3182,-0.932,-0.492,-0.2032,0.0437,-0.3788,-0.1313,0.2191"
789,"El Grande Ambitious","El Grande Ambitious blends Thematic structure with Engine Building chaos, delivering 80-minute arcs where every decision compounds into later chapters. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Economy rails are intentionally unstable: once players trigger threshold events, 4 new scoring hooks reshape optimal lines. Win or lose, El Grande Ambitious tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Tile Laying|Miniatures|Engine Building|Legacy",Thematic,83.10,2,6,163,"Nimbus Games","Nico Valdez",2004,/images/fixtures/game_0789.png,2026-01-18T06:04:50+00:00,2026-03-25T06:22:59+00:00,"-0.5422,0.1775,0.2009,0.7322,0.8613,0.2862,0.8107,-0.1863"
790,"Inis Radiant","Built around Abstract systems, Inis Radiant pushes Miniatures choices across 10 linked sessions and rewards tables that enjoy political intrigue. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Economy rails are intentionally unstable: once players trigger threshold events, 4 new scoring hooks reshape optimal lines. Only adaptable crews master Inis Radiant, where neutral factions can be bribed to swing regional control and long-term planning matter as much as tactical brilliance.",,"Legacy|Solo|Miniatures|Tile Laying",Abstract,22.25,3,9,110,"Arcana Works","Akira Flynn",2015,/images/fixtures/game_0790.png,2025-04-20T21:39:55+00:00,2026-03-25T06:22:59+00:00,"-0.5285,0.369,-0.338,0.5419,-0.549,-0.5496,0.0616,0.4911"
791,"Voyage for Council","At its core, Voyage for Council is a Co-op design where Legacy, Campaign, Miniatures and Dice mechanisms collide with real-time bursts pacing for 2–3 players groups. Its Co-op framework encourages risky pivots, especially once table politics reshape priorities. By mid-campaign, 4 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Only adaptable crews master Voyage for Council, where neutral factions can be bribed to swing regional control and long-term planning matter as much as tactical brilliance.",,Legacy|Campaign|Miniatures|Dice,Co-op,37.47,4,9,133,"Indigo Forge","Elliot Mercer",2012,/images/fixtures/game_0791.png,2025-12-06T12:20:39+00:00,2026-03-25T06:22:59+00:00,"-0.0144,0.0773,0.1555,-0.8155,-0.7436,-0.8984,-0.3784,0.4699"
792,"El Grande: Harbor","El Grande: Harbor frames city-building tension as a living sandbox: each scenario escalates pressure while 1–8 players teams improvise around shifting incentives. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Your group manages scarce economies while chasing milestone bonuses; by chapter 7 the board can contain over 29 modular tiles. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Dice|Legacy|Tile Laying",Eurogame,50.42,4,10,59,"Silver Oak Studio","Soraya Kline",2009,/images/fixtures/game_0792.png,2025-10-21T03:15:16+00:00,2026-03-25T06:22:59+00:00,"0.7141,-0.2873,0.2473,-0.5792,-0.7587,-0.3005,0.5314,-0.9468"
793,"Metal Loops","At its core, Metal Loops is a Eurogame design where Campaign and Legacy mechanisms collide with real-time bursts pacing for 1–8 players groups. Economy rails are intentionally unstable: once players trigger threshold events, 4 new scoring hooks reshape optimal lines. Only adaptable crews master Metal Loops, where weather tracks alter core action costs between rounds and long-term planning matter as much as tactical brilliance.",,Campaign|Legacy,Eurogame,59.59,2,9,117,"Clockwork Labs","Elliot Mercer",2014,/images/fixtures/game_0793.png,2025-12-03T02:16:13+00:00,2026-03-25T06:22:59+00:00,"0.1966,-0.9291,0.525,0.0587,-0.8221,-0.0763,-0.1982,0.6017"
794,"Ambitious Campaign","Designed for expert optimization tables, Ambitious Campaign channels political intrigue into a ruleset that stays readable while outcomes stay unpredictable. Map states remain highly legible despite scale; by late game, up to 18 tiles and layered markers support deep positional planning. Win or lose, Ambitious Campaign tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,Cards|Dice|Solo|Campaign,Party,84.97,1,6,167,"Silver Oak Studio","Soraya Kline",2021,/images/fixtures/game_0794.png,2025-05-31T16:02:11+00:00,2026-03-25T06:22:59+00:00,"0.9337,0.474,0.016,-0.8884,-0.6649,0.245,-0.24,0.8001"
795,"Trailblazers: Azul","Part campaign and part systems puzzle, Trailblazers: Azul asks 1–7 players players to master Co-op priorities under feast-or-famine pressure. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Round structure forces meaningful tradeoffs between tempo and efficiency; over 6 chapters, even small resource leaks become strategic liabilities. Win or lose, Trailblazers: Azul tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,Solo|Legacy,Co-op,73.60,1,5,109,"Silver Oak Studio","Marcus Thorne",1994,/images/fixtures/game_0795.png,2026-03-17T10:47:02+00:00,2026-03-25T06:22:59+00:00,"-0.2162,-0.6171,-0.4083,-0.8527,0.6586,0.6246,-0.2337,-0.1299"
796,"Zoo Vadis Obsidian","Zoo Vadis Obsidian blends Abstract structure with Tile Laying chaos, delivering 159-minute arcs where every decision compounds into later chapters. A standout mechanic tied to Tile Laying means even safe plans can collapse if opponents read your tempo one round ahead. Your group manages feast-or-famine economies while chasing milestone bonuses; by chapter 5 the board can contain over 28 modular tiles. Veteran groups report that Zoo Vadis Obsidian shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Solo|Tile Laying|Miniatures",Abstract,52.03,1,5,133,"Arcana Works","Marcus Thorne",2020,/images/fixtures/game_0796.png,2025-07-17T06:44:54+00:00,2026-03-25T06:22:59+00:00,"-0.9795,-0.6261,0.6043,0.0874,0.7059,-0.0516,-0.8249,-0.1243"
797,"Tigris and Euphrates: Ego","Tigris and Euphrates: Ego opens like a classic Co-op game, then quickly reveals Miniatures layers that reward long-form table memory. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. By mid-campaign, 6 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Miniatures|Solo|Tile Laying|Dice",Co-op,65.10,1,6,126,"Arcana Works","Marcus Thorne",1992,/images/fixtures/game_0797.png,2025-05-20T22:33:52+00:00,2026-03-25T06:22:59+00:00,"0.2283,0.7933,0.8827,-0.6279,0.8226,0.8187,0.8827,-0.8973"
798,"Ra Sunken","Ra Sunken is a family-plus strategy Thematic title for 1–3 players that leans into Legacy and Miniatures and initiative bidding play. Map states remain highly legible despite scale; by late game, up to 14 tiles and layered markers support deep positional planning. Veteran groups report that Ra Sunken shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Legacy|Miniatures,Thematic,78.99,1,5,106,"Clockwork Labs","Soraya Kline",2023,/images/fixtures/game_0798.png,2025-12-09T07:37:59+00:00,2026-03-25T06:22:59+00:00,"-0.4998,0.5592,-0.7421,-0.352,-0.1652,0.1119,-0.5225,-0.0164"
799,"Ra: Legacy","Ra: Legacy is a brain-burner Strategy title for 2–4 players that leans into Dice, Tile Laying, Cards and Engine Building and draft-and-resolve rounds play. Map states remain highly legible despite scale; by late game, up to 19 tiles and layered markers support deep positional planning. Veteran groups report that Ra: Legacy shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Dice|Tile Laying|Cards|Engine Building",Strategy,68.82,1,6,40,"Silver Oak Studio","Soraya Kline",2018,/images/fixtures/game_0799.png,2025-07-26T14:57:30+00:00,2026-03-25T06:22:59+00:00,"0.0685,0.0982,-0.1239,0.1502,0.1893,0.0706,0.3656,-0.9992"
800,"Ego under Tigris and Euphrates","Built around Party systems, Ego under Tigris and Euphrates pushes Solo choices across 5 linked sessions and rewards tables that enjoy frontier diplomacy. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. By mid-campaign, 9 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Solo|Tile Laying",Party,85.73,2,10,128,"Arcana Works","Lena Ortiz",2004,/images/fixtures/game_0800.png,2025-09-25T03:32:52+00:00,2026-03-25T06:22:59+00:00,"-0.6367,-0.8257,-0.6597,-0.8387,0.4258,-0.1304,-0.6006,0.2707"
801,"Dominion beyond Conclave","At its core, Dominion beyond Conclave is a Abstract design where Miniatures, Engine Building and Dice mechanisms collide with initiative bidding pacing for 2–4 players groups. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. By mid-campaign, 10 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Veteran groups report that Dominion beyond Conclave shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Miniatures|Engine Building|Dice",Abstract,74.07,4,6,41,"Clockwork Labs","Elliot Mercer",1993,/images/fixtures/game_0801.png,2025-11-12T06:30:41+00:00,2026-03-25T06:22:59+00:00,"0.0144,-0.175,0.8711,-0.9955,0.2822,0.161,-0.5631,-0.3391"
802,"Tatari Obsidian","Tatari Obsidian is a campaign-first Deck Building title for 2–6 players that leans into Campaign, Dice and Solo and sequential tactical turns play. Its Deck Building framework encourages risky pivots, especially once table politics reshape priorities. Economy rails are intentionally unstable: once players trigger threshold events, 5 new scoring hooks reshape optimal lines. Because scoring vectors drift over time, tables that over-specialize early often get punished once Solo effects begin stacking. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,Campaign|Dice|Solo,"Deck Building",69.96,4,10,94,"Silver Oak Studio","Soraya Kline",2008,/images/fixtures/game_0802.png,2025-06-02T17:17:11+00:00,2026-03-25T06:22:59+00:00,"0.6067,0.5798,0.1675,0.8621,-0.2638,0.5814,0.5542,-0.8454"
803,"Gang of Dice: Expedition","Part campaign and part systems puzzle, Gang of Dice: Expedition asks 2–3 players players to master Deck Building priorities under attritional pressure. Round structure forces meaningful tradeoffs between tempo and efficiency; over 6 chapters, even small resource leaks become strategic liabilities. Veteran groups report that Gang of Dice: Expedition shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Tile Laying|Miniatures|Solo|Cards","Deck Building",68.18,2,6,35,"Nimbus Games","Elliot Mercer",1997,/images/fixtures/game_0803.png,2025-08-14T03:28:49+00:00,2026-03-25T06:22:59+00:00,"0.8198,0.6938,-0.0449,-0.9771,0.7275,0.1815,0.0873,-0.5103"
804,"Nana: Outpost","Designed for mid-weight hobby tables, Nana: Outpost channels merchant drama into a ruleset that stays readable while outcomes stay unpredictable. Economy rails are intentionally unstable: once players trigger threshold events, 9 new scoring hooks reshape optimal lines. Veteran groups report that Nana: Outpost shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Tile Laying|Solo",Family,82.96,1,7,36,"Clockwork Labs","Akira Flynn",1999,/images/fixtures/game_0804.png,2025-11-16T17:19:04+00:00,2026-03-25T06:22:59+00:00,"0.7478,0.2746,0.9198,-0.7035,-0.5452,-0.6784,-0.2976,0.0089"
805,"Mystic Protocol","Built around Abstract systems, Mystic Protocol pushes Engine Building choices across 9 linked sessions and rewards tables that enjoy arcane rivalry. Its Abstract framework encourages risky pivots, especially once table politics reshape priorities. By mid-campaign, 4 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Few designs blend Abstract and Engine Building this smoothly while remaining approachable across varied player counts.",,"Cards|Tile Laying|Miniatures|Engine Building",Abstract,20.56,4,10,171,"Clockwork Labs","Akira Flynn",2018,/images/fixtures/game_0805.png,2025-04-13T01:44:25+00:00,2026-03-25T06:22:59+00:00,"0.0266,-0.3213,0.6823,-0.7412,-0.0879,-0.6316,0.4774,-0.8207"
806,"Sunken Comet","Sunken Comet frames political intrigue as a living sandbox: each scenario escalates pressure while 1–8 players teams improvise around shifting incentives. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. By mid-campaign, 7 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Few designs blend Co-op and Miniatures this smoothly while remaining approachable across varied player counts.",,"Solo|Tile Laying|Miniatures|Campaign",Co-op,45.34,2,7,162,"Indigo Forge","Nico Valdez",1991,/images/fixtures/game_0806.png,2025-12-31T00:48:48+00:00,2026-03-25T06:22:59+00:00,"-0.3603,0.1392,-0.2797,-0.3727,-0.7922,0.2411,0.5854,-0.6828"
807,"Elegant Citadel","At its core, Elegant Citadel is a Family design where Cards and Legacy mechanisms collide with draft-and-resolve rounds pacing for 2–7 players groups. Action windows stay short, but consequence chains run long, especially in sessions around 163 minutes where adaptation beats scripted play. Veteran groups report that Elegant Citadel shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Cards|Legacy,Family,61.71,1,10,117,"Nimbus Games","Soraya Kline",2008,/images/fixtures/game_0807.png,2025-06-23T01:58:37+00:00,2026-03-25T06:22:59+00:00,"-0.8315,-0.4373,-0.7223,0.4719,0.4888,0.2498,-0.7324,-0.5317"
808,"Ironclad Guild","Ironclad Guild frames merchant drama as a living sandbox: each scenario escalates pressure while 1–4 players teams improvise around shifting incentives. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Economy rails are intentionally unstable: once players trigger threshold events, 7 new scoring hooks reshape optimal lines. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Campaign|Miniatures|Tile Laying|Solo",Co-op,82.58,2,10,104,"Clockwork Labs","Elliot Mercer",1997,/images/fixtures/game_0808.png,2025-10-02T02:27:15+00:00,2026-03-25T06:22:59+00:00,"-0.9356,-0.1523,-0.8983,0.2374,0.6847,-0.12,0.3821,0.1448"
809,"Frontier under Inis","Frontier under Inis frames frontier diplomacy as a living sandbox: each scenario escalates pressure while 2–8 players teams improvise around shifting incentives. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Your group manages scarce economies while chasing milestone bonuses; by chapter 3 the board can contain over 27 modular tiles. Win or lose, Frontier under Inis tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,Solo|Miniatures|Campaign|Dice,"Deck Building",22.06,3,7,83,"Silver Oak Studio","Lena Ortiz",2015,/images/fixtures/game_0809.png,2025-10-04T15:31:45+00:00,2026-03-25T06:22:59+00:00,"0.2623,0.5114,-0.9835,0.0536,0.2608,0.6211,0.7629,-0.0239"
810,"Ichor: Comet","Ichor: Comet opens like a classic Co-op game, then quickly reveals Engine Building layers that reward long-form table memory. Its Co-op framework encourages risky pivots, especially once table politics reshape priorities. Economy rails are intentionally unstable: once players trigger threshold events, 4 new scoring hooks reshape optimal lines. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Win or lose, Ichor: Comet tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Engine Building|Solo|Cards|Legacy",Co-op,33.68,4,10,96,"Clockwork Labs","Lena Ortiz",2019,/images/fixtures/game_0810.png,2025-08-19T20:48:01+00:00,2026-03-25T06:22:59+00:00,"-0.1728,0.8496,-0.1209,0.1499,0.0979,0.482,-0.4972,-0.0571"
811,"My City Arcane","My City Arcane frames frontier diplomacy as a living sandbox: each scenario escalates pressure while 1–8 players teams improvise around shifting incentives. Its Abstract framework encourages risky pivots, especially once table politics reshape priorities. Round structure forces meaningful tradeoffs between tempo and efficiency; over 4 chapters, even small resource leaks become strategic liabilities. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,Dice|Miniatures,Abstract,56.51,3,9,82,"Silver Oak Studio","Nico Valdez",1999,/images/fixtures/game_0811.png,2025-08-01T23:45:24+00:00,2026-03-25T06:22:59+00:00,"0.8936,0.1036,-0.5371,0.8197,0.0602,0.747,0.3319,0.8159"
812,"Zoo Vadis: Dynasty","Zoo Vadis: Dynasty blends Party structure with Tile Laying chaos, delivering 109-minute arcs where every decision compounds into later chapters. Its Party framework encourages risky pivots, especially once table politics reshape priorities. Economy rails are intentionally unstable: once players trigger threshold events, 9 new scoring hooks reshape optimal lines. Because scoring vectors drift over time, tables that over-specialize early often get punished once Tile Laying effects begin stacking. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Cards|Tile Laying",Party,28.76,2,8,48,"Arcana Works","Marcus Thorne",1997,/images/fixtures/game_0812.png,2025-10-08T08:34:11+00:00,2026-03-25T06:22:59+00:00,"-0.4534,-0.7957,-0.8913,0.2482,0.2041,-0.3497,0.6955,0.0466"
813,"Alliance against Campaign","At its core, Alliance against Campaign is a Abstract design where Tile Laying, Solo and Legacy mechanisms collide with initiative bidding pacing for 1–3 players groups. Economy rails are intentionally unstable: once players trigger threshold events, 6 new scoring hooks reshape optimal lines. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Tile Laying|Solo|Legacy",Abstract,28.19,3,7,177,"Clockwork Labs","Elliot Mercer",2014,/images/fixtures/game_0813.png,2025-08-20T18:20:19+00:00,2026-03-25T06:22:59+00:00,"0.9192,-0.1509,0.526,-0.5837,-0.0772,0.7151,0.1638,-0.3734"
814,"Negotiation Vault","Negotiation Vault opens like a classic Thematic game, then quickly reveals Cards layers that reward long-form table memory. Campaign logs track table history, so failed gambits still unlock content; expect up to 8 relic-style upgrades that alter scoring priorities. Veteran groups report that Negotiation Vault shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Solo|Engine Building|Cards",Thematic,65.09,2,6,153,"Clockwork Labs","Lena Ortiz",2008,/images/fixtures/game_0814.png,2025-07-10T22:20:42+00:00,2026-03-25T06:22:59+00:00,"-0.0113,-0.6643,-0.4773,-0.6675,0.912,-0.0216,-0.2173,0.2796"
815,"Inis Crowned","Designed for mid-weight hobby tables, Inis Crowned channels political intrigue into a ruleset that stays readable while outcomes stay unpredictable. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. Your group manages swingy economies while chasing milestone bonuses; by chapter 4 the board can contain over 12 modular tiles. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Veteran groups report that Inis Crowned shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Campaign|Miniatures,Eurogame,20.41,2,8,132,"Indigo Forge","Nico Valdez",2024,/images/fixtures/game_0815.png,2025-09-25T11:35:34+00:00,2026-03-25T06:22:59+00:00,"-0.5647,0.8527,-0.8424,-0.1661,-0.445,-0.0013,-0.4138,0.2238"
816,"Trailblazers under Azul","At its core, Trailblazers under Azul is a Co-op design where Miniatures, Cards and Campaign mechanisms collide with simultaneous planning pacing for 2–8 players groups. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Campaign logs track table history, so failed gambits still unlock content; expect up to 4 relic-style upgrades that alter scoring priorities. Veteran groups report that Trailblazers under Azul shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Miniatures|Cards|Campaign,Co-op,79.31,4,5,60,"Arcana Works","Marcus Thorne",2017,/images/fixtures/game_0816.png,2025-06-17T07:47:48+00:00,2026-03-25T06:22:59+00:00,"-0.9192,-0.6581,-0.4925,-0.3654,-0.8115,0.5832,0.3144,-0.6271"
817,"Ego: Expedition","At its core, Ego: Expedition is a Party design where Campaign and Cards mechanisms collide with simultaneous planning pacing for 2–7 players groups. Economy rails are intentionally unstable: once players trigger threshold events, 9 new scoring hooks reshape optimal lines. Win or lose, Ego: Expedition tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,Campaign|Cards,Party,52.41,3,8,35,"Indigo Forge","Elliot Mercer",2005,/images/fixtures/game_0817.png,2026-03-19T10:02:55+00:00,2026-03-25T06:22:59+00:00,"-0.4394,0.0585,-0.4851,0.3361,-0.5415,0.1611,0.4418,-0.7669"
818,"Inis Sunken","Inis Sunken frames frontier diplomacy as a living sandbox: each scenario escalates pressure while 1–5 players teams improvise around shifting incentives. Its Family framework encourages risky pivots, especially once table politics reshape priorities. By mid-campaign, 7 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. A standout mechanic tied to Campaign means even safe plans can collapse if opponents read your tempo one round ahead. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,Miniatures|Cards|Campaign,Family,31.71,4,5,121,"Indigo Forge","Soraya Kline",2000,/images/fixtures/game_0818.png,2025-05-27T03:17:38+00:00,2026-03-25T06:22:59+00:00,"0.4553,-0.0478,0.1273,0.8986,0.9388,-0.3495,-0.832,-0.5603"
819,"Nana: Protocol","Nana: Protocol is a newcomer-friendly Deck Building title for 1–6 players that leans into Cards, Solo and Miniatures and initiative bidding play. Economy rails are intentionally unstable: once players trigger threshold events, 5 new scoring hooks reshape optimal lines. Win or lose, Nana: Protocol tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,Cards|Solo|Miniatures,"Deck Building",22.12,2,6,163,"Arcana Works","Akira Flynn",2014,/images/fixtures/game_0819.png,2025-03-31T18:56:37+00:00,2026-03-25T06:22:59+00:00,"0.473,-0.0804,-0.1506,0.3342,-0.7647,-0.6374,0.4232,0.636"
820,"Risky Gang of Dice","Part campaign and part systems puzzle, Risky Gang of Dice asks 2–7 players players to master Co-op priorities under swingy pressure. Its Co-op framework encourages risky pivots, especially once table politics reshape priorities. Campaign logs track table history, so failed gambits still unlock content; expect up to 7 relic-style upgrades that alter scoring priorities. Because scoring vectors drift over time, tables that over-specialize early often get punished once Engine Building effects begin stacking. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Engine Building|Campaign|Legacy",Co-op,73.78,3,9,155,"Arcana Works","Elliot Mercer",2004,/images/fixtures/game_0820.png,2025-07-08T22:38:44+00:00,2026-03-25T06:22:59+00:00,"-0.6256,-0.4627,-0.7447,-0.7597,0.2735,-0.3803,0.1863,-0.0118"
